Quarter,Portfolio_Return,Market_Return,Portfolio_Alpha,Rolling_4Q_Alpha,Rolling_2Q_Alpha
Q2_2025,10.985469162833223,10.152197450757928,0.8332717120752946,0.8332717120752946,0.8332717120752946
Q1_2025,-4.76896080571436,-4.374159129163584,-0.3948016765507756,0.2192350177622595,0.2192350177622595
Q4_2024,1.5790199682288921,3.0283316455003284,-1.4493116772714363,-0.3369472139156391,-0.9220566769111059
Q3_2024,4.876274449586869,5.249048781305672,-0.3727743317188037,-0.34590399336643024,-0.91104300449512
Q2_2024,-1.7932632521381884,4.132712917048793,-5.925976169186981,-2.0357159636819993,-3.1493752504528922
Q1_2024,15.511870769387155,10.785122197198156,4.726748572188999,-0.7553284014970556,-0.5996137984989911
Q4_2023,15.731148806343773,11.22658914085234,4.504559665491433,0.7331394341936618,4.615654118840216
Q3_2023,0.7749987073859982,-3.7602213160960907,4.535220023482089,1.960138022993885,4.519889844486761
